All Dates and Details Purchases by Product/Service,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,
All Dates,,,,,,,,,,,,

,Transaction date,Transaction type,Num,Vendor,Memo/Description,Quantity,Rate,Amount,Balance,SKU,Full name,Product/Service full name
,03/07/2024,Expense,,Circle K,CIRCLE K # X1594,1.00,49.92,49.92,"-12,523,124.81",,Vehicle Expense - Fuel,
,03/07/2024,Expense,,,DAIQUIRIS & CREAMS I-10,1.00,12.66,12.66,"-12,523,112.15",,Meals,
,03/07/2024,Expense,,,EL NORTE MEXICAN RESTAURA,1.00,18.75,18.75,"-12,523,093.40",,Meals,
,03/07/2024,Expense,,Circle K,CIRCLE K # X3823,1.00,52.04,52.04,"-12,523,041.36",,Vehicle Expense - Fuel,
,03/07/2024,Expense,,,USCONNECT SUPSS MKV 1200,1.00,15.39,15.39,"-12,523,025.97",,Meals,
,03/08/2024,Payment,,,,,,-969.95,"-12,523,995.92",,Accounts Receivable (A/R),
,03/08/2024,Expense,,,THE UPS STORE 0255,1.00,,62.27,"-12,523,933.65",,Office expenses:Shipping & postage,
,03/08/2024,Expense,,,THE UPS STORE 0255,1.00,,21.40,"-12,523,912.25",,Office expenses:Shipping & postage,
,03/09/2024,Expense,,Google,GOOGLE *Google Storage,1.00,2.99,2.99,"-12,523,909.26",,Computer Expense,
,03/09/2024,Expense,,Texaco,TEXACO XXX7753,1.00,5.45,5.45,"-12,523,903.81",,Vehicle Expense - Fuel,
,03/10/2024,Expense,,Chevron,CHEVRON XXX4205,1.00,20.51,20.51,"-12,523,883.30",,Vehicle Expense - Fuel,
,03/11/2024,Expense,,,MAPCO EXPRESS #7549,1.00,10.75,10.75,"-12,523,872.55",,Vehicle Expense - Fuel,
,03/12/2024,Payment,,,,,,-355.00,"-12,524,227.55",,Accounts Receivable (A/R),
,03/12/2024,Payment,,,,,,-252.10,"-12,524,479.65",,Accounts Receivable (A/R),
,03/12/2024,Payment,,,,,,-220.05,"-12,524,699.70",,Accounts Receivable (A/R),
,03/12/2024,Payment,,,,,,-219.99,"-12,524,919.69",,Accounts Receivable (A/R),
,03/12/2024,Deposit,,,Paid via QuickBooks Payments: Payment ID 414-431,,,-355.00,"-12,525,274.69",,Payments to deposit,
,03/12/2024,Deposit,,,Paid via QuickBooks Payments: Payment ID 028941,,,-252.10,"-12,525,526.79",,Payments to deposit,
,03/12/2024,Deposit,,,Paid via QuickBooks Payments: Payment ID 015496,,,-220.05,"-12,525,746.84",,Payments to deposit,
,03/12/2024,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,17.67,"-12,525,729.17",,QuickBooks Payments Fees,
,03/13/2024,Deposit,,,Paid via QuickBooks Payments: Payment ID 011558,,,-219.99,"-12,525,949.16",,Payments to deposit,
,03/13/2024,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,6.58,"-12,525,942.58",,QuickBooks Payments Fees,
,03/13/2024,Expense,,Chevron,CHEVRON XXX3218,1.00,2.82,2.82,"-12,525,939.76",,Vehicle Expense - Fuel,
,03/13/2024,Expense,,,TST* EL PATRON - BIRMINGH,1.00,32.45,32.45,"-12,525,907.31",,Meals,
,03/13/2024,Expense,,Auto Whiz,AUTO WHIZ 1,1.00,482.85,482.85,"-12,525,424.46",,Auto Repairs & Maintenance,
,03/14/2024,Expense,,,THE UPS STORE 0255,1.00,,52.26,"-12,525,372.20",,Office expenses:Shipping & postage,
,03/14/2024,Expense,,,THE UPS STORE 0255,1.00,,53.26,"-12,525,318.94",,Office expenses:Shipping & postage,
,03/14/2024,Expense,,,THE UPS STORE 0255,1.00,,36.92,"-12,525,282.02",,Office expenses:Shipping & postage,
,03/14/2024,Expense,,,THE UPS STORE 0255,1.00,,37.92,"-12,525,244.10",,Office expenses:Shipping & postage,
,03/14/2024,Expense,,Raceway,RACEWAY 6824 XXXX8248,1.00,61.80,61.80,"-12,525,182.30",,Vehicle Expense - Fuel,
,03/14/2024,Expense,,Raceway,RACEWAY 6824 XXXX8248,1.00,5.73,5.73,"-12,525,176.57",,Vehicle Expense - Fuel,
,03/14/2024,Credit Card Credit,,UPS,THE UPS STORE 0255,-1.00,53.26,-53.26,"-12,525,229.83",,Office expenses:Shipping & postage,
,03/14/2024,Credit Card Credit,,UPS,THE UPS STORE 0255,-1.00,37.92,-37.92,"-12,525,267.75",,Office expenses:Shipping & postage,
,03/15/2024,Payment,,,,,,-252.08,"-12,525,519.83",,Accounts Receivable (A/R),
,03/15/2024,Expense,,"Pearce, Bevill, Leesburg, & Moore, P.C. - CPA",PREAUTHORIZED WITHDRAWAL Pearce Bevill WEB PAY 240315,1.00,840.00,840.00,"-12,524,679.83",,Legal & accounting services:Accounting fees,
,03/17/2024,Expense,,Texaco,TEXACO XXX7753,1.00,8.93,8.93,"-12,524,670.90",,Vehicle Expense - Fuel,
,03/17/2024,Expense,,Texaco,TEXACO XXX7753,1.00,6.88,6.88,"-12,524,664.02",,Vehicle Expense - Fuel,
,03/18/2024,Payment,78065990,,,,,-360.00,"-12,525,024.02",,Accounts Receivable (A/R),
,03/18/2024,Expense,,,THE UPS STORE 0255,1.00,,32.18,"-12,524,991.84",,Office expenses:Shipping & postage,
,03/20/2024,Payment,,,,,,-241.75,"-12,525,233.59",,Accounts Receivable (A/R),
,03/20/2024,Payment,,,,,,-240.59,"-12,525,474.18",,Accounts Receivable (A/R),
,03/20/2024,Deposit,,,Paid via QuickBooks Payments: Payment ID 061731,,,-241.75,"-12,525,715.93",,Payments to deposit,
,03/20/2024,Deposit,,,Paid via QuickBooks Payments: Payment ID 021941,,,-240.59,"-12,525,956.52",,Payments to deposit,
,03/20/2024,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,14.42,"-12,525,942.10",,QuickBooks Payments Fees,
,03/20/2024,Expense,,,DAVE & BUSTERS #128,1.00,28.38,28.38,"-12,525,913.72",,Meals,
,03/20/2024,Expense,,,DAVE & BUSTERS #128 TAB,1.00,52.97,52.97,"-12,525,860.75",,Meals,
,03/21/2024,Payment,,,,,,-743.65,"-12,526,604.40",,Accounts Receivable (A/R),
,03/21/2024,Payment,,,,,,-765.00,"-12,527,369.40",,Accounts Receivable (A/R),
,03/21/2024,Expense,,Mississippi Dept of Revenue,PREAUTHORIZED WITHDRAWAL MSDEPTOFREVENUE TAXPAYMENT 240321 M576325248,1.00,255.74,255.74,"-12,527,113.66",,Taxes paid,
,03/21/2024,Expense,,Alabama Dept of Revenue,PREAUTHORIZED WITHDRAWAL AL-DEPT OF REV DIRECT DBT 240321 830687552,1.00,68.40,68.40,"-12,527,045.26",,Taxes paid,
,03/21/2024,Expense,,,Spectrum,1.00,,104.99,"-12,526,940.27",,Utilities:Internet & TV services,
,03/22/2024,Payment,,,,,,-208.23,"-12,527,148.50",,Accounts Receivable (A/R),
,03/22/2024,Payment,,,,,,-203.23,"-12,527,351.73",,Accounts Receivable (A/R),
,03/22/2024,Payment,,,,,,-411.47,"-12,527,763.20",,Accounts Receivable (A/R),
,03/22/2024,Expense,,,CITY OF TROY UTILITIES,1.00,90.64,90.64,"-12,527,672.56",,Taxes paid,
,03/24/2024,Expense,,Adobe,ADOBE *ADOBE,1.00,259.07,259.07,"-12,527,413.49",,Computer Expense,
,03/24/2024,Expense,,Chase Credit Card,APPLE.COM/BILL,1.00,9.99,9.99,"-12,527,403.50",,Office expenses:Office supplies,
,03/25/2024,Check,1047,Mrs. Mary Katherine Smith,CHECK PAID,1.00,"1,765.00","1,765.00","-12,525,638.50",,Contract labor,
,03/25/2024,Expense,,Love's Country Stores,LOVE'S #0398 OUTSIDE,1.00,69.23,69.23,"-12,525,569.27",,Vehicle Expense - Fuel,
,03/25/2024,Expense,,Casey's,CASEYS #3881,1.00,66.64,66.64,"-12,525,502.63",,Vehicle Expense - Fuel,
,03/25/2024,Expense,,,SUSHI HOUSE,1.00,31.57,31.57,"-12,525,471.06",,Meals,
,03/26/2024,Expense,,,PREAUTHORIZED WITHDRAWAL CHASE CREDIT CRD AUTOPAYBUS 240326,,,"-3,599.53","-12,529,070.59",,Norris Utilities Chase Ink Credit Card,
,03/26/2024,Expense,,,SQ *TAQUERIA CARLITO,1.00,36.32,36.32,"-12,529,034.27",,Meals,
,03/26/2024,Expense,,Casey's,CASEYS #3068,1.00,58.16,58.16,"-12,528,976.11",,Vehicle Expense - Fuel,
,03/26/2024,Expense,,Wal-Mart,WAL-MART #2741,1.00,18.12,18.12,"-12,528,957.99",,Office expenses:Office supplies,
,03/27/2024,Expense,,FedEx,FEDEXXXXXXXXX0676,1.00,15.32,15.32,"-12,528,942.67",,Office expenses:Shipping & postage,
,03/27/2024,Expense,,Wal-Mart,WAL-MART #3164,1.00,10.95,10.95,"-12,528,931.72",,Office expenses:Office supplies,
,03/27/2024,Expense,,,TST* WRIGHTS BBQ - BENTON,1.00,6.72,6.72,"-12,528,925.00",,Meals,
,03/27/2024,Expense,,,TST* WRIGHTS BBQ - BENTON,1.00,6.04,6.04,"-12,528,918.96",,Meals,
,03/27/2024,Expense,,,TST* WRIGHTS BBQ - BENTON,1.00,25.01,25.01,"-12,528,893.95",,Meals,
,03/27/2024,Expense,,,TST* WRIGHTS BBQ - BENTON,1.00,6.04,6.04,"-12,528,887.91",,Meals,
,03/27/2024,Expense,,Wendy's,WENDY'S 25,1.00,6.39,6.39,"-12,528,881.52",,Meals,
,03/27/2024,Expense,,,TST* OVEN & TAP,1.00,44.45,44.45,"-12,528,837.07",,Meals,
,03/27/2024,Expense,,Homewood Suites,HOME 2 SUITES,1.00,364.35,364.35,"-12,528,472.72",,Travel,
,03/28/2024,Expense,,FedEx,FEDEXXXXXXXXX7444,1.00,25.66,25.66,"-12,528,447.06",,Office expenses:Shipping & postage,
,03/28/2024,Expense,,Kum & Go,KUM&GO 0171R CONWAY,1.00,58.01,58.01,"-12,528,389.05",,Vehicle Expense - Fuel,
,03/28/2024,Expense,,,LOS 3 POTRILLOS,1.00,29.67,29.67,"-12,528,359.38",,Meals,
,03/28/2024,Expense,,Chevron,CHEVRON XXX0547,1.00,79.13,79.13,"-12,528,280.25",,Vehicle Expense - Fuel,
,03/28/2024,Expense,,Chevron,WINFIELD CHEVRON TRUCK S,1.00,14.70,14.70,"-12,528,265.55",,Vehicle Expense - Fuel,
,03/29/2024,Payment,,,,,,-448.22,"-12,528,713.77",,Accounts Receivable (A/R),
,03/29/2024,Expense,,,THE UPS STORE 0255,1.00,,30.40,"-12,528,683.37",,Office expenses:Shipping & postage,
,03/29/2024,Expense,,Auto Whiz,AUTO WHIZ 1,1.00,35.00,35.00,"-12,528,648.37",,Auto Repairs & Maintenance,
,03/29/2024,Expense,,,THE MALE ROOM,-1.00,41.58,-41.58,"-12,528,689.95",,Owner draws,
,03/31/2024,Journal Entry,87,,,,,-82.25,"-12,528,772.20",,Cost of goods sold,
,03/31/2024,Journal Entry,88,,,,,"-4,085.50","-12,532,857.70",,Cost of goods sold,
,03/31/2024,Journal Entry,89,,,,,-724.56,"-12,533,582.26",,Mississippi Department of Revenue Payable,
,03/31/2024,Journal Entry,89,,,,,-120.68,"-12,533,702.94",,"Louisiana, Caddo Parish Payable",
,03/31/2024,Journal Entry,89,,,,,"-1,070.27","-12,534,773.21",,Taxes paid,
,04/01/2024,Payment,,,,,,-630.41,"-12,535,403.62",,Accounts Receivable (A/R),
,04/01/2024,Deposit,,,,,,-630.41,"-12,536,034.03",,Payments to deposit,
,04/01/2024,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,22.06,"-12,536,011.97",,QuickBooks Payments Fees,
,04/01/2024,Check,1048,Boss Products,CHECK PAID,1.00,475.62,475.62,"-12,535,536.35",,Cost of goods sold,
,04/01/2024,Payment,,,,,,-905.00,"-12,536,441.35",,Accounts Receivable (A/R),
,04/01/2024,Payment,,,,,,-962.83,"-12,537,404.18",,Accounts Receivable (A/R),
,04/01/2024,Deposit,92058877,The Majors Law Firm,RETAINER REIMBURSEMENT,-1.00,"1,318.80","-1,318.80","-12,538,722.98",,Legal & accounting services:Legal fees,
,04/01/2024,Expense,,Love's Country Stores,LOVE'S #0718 OUTSIDE,1.00,41.42,41.42,"-12,538,681.56",,Vehicle Expense - Fuel,
,04/02/2024,Expense,,,SP YOUFORM,1.00,85.60,85.60,"-12,538,595.96",,Office expenses:Office supplies,
,04/03/2024,Expense,,QuickBooks Payments,INTUIT *QBooks Online,1.00,97.65,97.65,"-12,538,498.31",,Computer Expense,
,04/04/2024,Expense,,Electric Utility Fleet Managers Conference LLC,PREAUTHORIZED WITHDRAWAL ELECTRIC UTILITY XXXXXX1795 240404,1.00,"4,615.00","4,615.00","-12,533,883.31",,Trade Show Expense,
,04/04/2024,Expense,,Dick's Sporting,DicksSportingGoods.com,1.00,144.78,144.78,"-12,533,738.53",,Laundry & Uniforms,
,04/05/2024,Payment,,,,,,-818.85,"-12,534,557.38",,Accounts Receivable (A/R),
,04/05/2024,Deposit,,,Paid via QuickBooks Payments: Payment ID 008459,,,-818.85,"-12,535,376.23",,Payments to deposit,
,04/05/2024,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,24.48,"-12,535,351.75",,QuickBooks Payments Fees,
,04/05/2024,Expense,,Love's Country Stores,LOVE'S #0225 OUTSIDE,1.00,52.54,52.54,"-12,535,299.21",,Vehicle Expense - Fuel,
,04/05/2024,Expense,,Dick's Sporting,DicksSportingGoods.com,1.00,53.25,53.25,"-12,535,245.96",,Laundry & Uniforms,
,04/06/2024,Expense,,Chase Credit Card,APPLE.COM/BILL,1.00,13.77,13.77,"-12,535,232.19",,Office expenses:Office supplies,
,04/07/2024,Expense,,Chase Credit Card,APPLE.COM/BILL,1.00,6.99,6.99,"-12,535,225.20",,Office expenses:Office supplies,
,04/08/2024,Expense,,,THE UPS STORE 0255,1.00,,32.29,"-12,535,192.91",,Office expenses:Shipping & postage,
,04/09/2024,Expense,,Chase Credit Card,APPLE.COM/BILL,1.00,9.99,9.99,"-12,535,182.92",,Office expenses:Office supplies,
,04/09/2024,Expense,,Google,GOOGLE *Google Storage,1.00,2.99,2.99,"-12,535,179.93",,Computer Expense,
,04/10/2024,Expense,,Raceway,RACEWAY 6824 XXXX8248,1.00,50.16,50.16,"-12,535,129.77",,Vehicle Expense - Fuel,
,04/14/2024,Expense,,Circle K,CIRCLE K # X3802,1.00,71.73,71.73,"-12,535,058.04",,Vehicle Expense - Fuel,
,04/15/2024,Expense,,,THE UPS STORE 0255,1.00,,12.45,"-12,535,045.59",,Office expenses:Shipping & postage,
,04/15/2024,Expense,,,THE UPS STORE 0255,1.00,,23.82,"-12,535,021.77",,Office expenses:Shipping & postage,
,04/15/2024,Expense,,,THE UPS STORE 0255,1.00,,53.74,"-12,534,968.03",,Office expenses:Shipping & postage,
,04/15/2024,Expense,,,THE UPS STORE 0255,1.00,,28.82,"-12,534,939.21",,Office expenses:Shipping & postage,
,04/15/2024,Expense,,,THE UPS STORE 0255,1.00,,25.43,"-12,534,913.78",,Office expenses:Shipping & postage,
,04/16/2024,Bill,,"S.D.P. Manufacturing, Inc.",Opening Balance,,,"8,322.30","-12,526,591.48",,Cost of goods sold,
,04/16/2024,Expense,,,THE UPS STORE 0255,1.00,,50.66,"-12,526,540.82",,Office expenses:Shipping & postage,
,04/17/2024,Expense,,Aaron Norris / Norris Utilities,SHELL OIL XXXXXXX6009,1.00,3.26,3.26,"-12,526,537.56",,Vehicle Expense - Fuel,
,04/17/2024,Expense,,,TST* BILLYS SPORTS GRILL,1.00,49.40,49.40,"-12,526,488.16",,Meals,
,04/17/2024,Expense,,,UA FH GRAND RIVER,1.00,97.88,97.88,"-12,526,390.28",,Laundry & Uniforms,
,04/17/2024,Expense,,,TST* THE BACKYARD LEEDS -,1.00,12.04,12.04,"-12,526,378.24",,Meals,
,04/18/2024,Expense,,,THE UPS STORE 0255,1.00,,34.53,"-12,526,343.71",,Office expenses:Shipping & postage,
,04/18/2024,Expense,,,THE UPS STORE 0255,1.00,,30.26,"-12,526,313.45",,Office expenses:Shipping & postage,
,04/18/2024,Expense,,Aaron Norris / Norris Utilities,SHELL OIL XXXXXXX5200,1.00,2.41,2.41,"-12,526,311.04",,Vehicle Expense - Fuel,
,04/18/2024,Expense,,,SQ *WASABI JUAN'S BATTERY,1.00,20.15,20.15,"-12,526,290.89",,Meals,
,04/18/2024,Expense,,,BIRMINGHAM DISTRICT,1.00,28.38,28.38,"-12,526,262.51",,Travel,
,04/18/2024,Expense,,,SQ *GHOST TRAIN BREWING C,1.00,14.88,14.88,"-12,526,247.63",,Meals,
,04/18/2024,Credit Card Credit,,,DICK'S SPORTING GOODS,-1.00,114.63,-114.63,"-12,526,362.26",,Laundry & Uniforms,
,04/19/2024,Check,1049,Boss Products,CHECK PAID,1.00,"9,450.00","9,450.00","-12,516,912.26",,Cost of goods sold,
,04/19/2024,Expense,,,THE UPS STORE 0255,1.00,,15.74,"-12,516,896.52",,Office expenses:Shipping & postage,
,04/19/2024,Expense,,,THE UPS STORE 0255,1.00,,31.87,"-12,516,864.65",,Office expenses:Shipping & postage,
,04/19/2024,Expense,,Aaron Norris / Norris Utilities,SHELL OIL XXXXXXX9006,1.00,3.59,3.59,"-12,516,861.06",,Vehicle Expense - Fuel,
,04/19/2024,Credit Card Credit,,UPS,THE UPS STORE 0255,-1.00,16.74,-16.74,"-12,516,877.80",,Office expenses:Shipping & postage,
,04/20/2024,Expense,,,SP THE FLOAT LIFE,1.00,98.91,98.91,"-12,516,778.89",,Advertising & marketing,
,04/20/2024,Expense,,,REMARKABLE,1.00,415.80,415.80,"-12,516,363.09",,Office expenses:Office supplies,
,04/21/2024,Expense,,,Spectrum,1.00,,104.99,"-12,516,258.10",,Utilities:Internet & TV services,
,04/23/2024,Payment,,,,,,-715.48,"-12,516,973.58",,Accounts Receivable (A/R),
,04/23/2024,Deposit,,,Paid via QuickBooks Payments: Payment ID 330190,,,-715.48,"-12,517,689.06",,Payments to deposit,
,04/23/2024,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,21.39,"-12,517,667.67",,QuickBooks Payments Fees,
,04/23/2024,Check,114049597,,,1.00,17.00,17.00,"-12,517,650.67",,Accounts Receivable (A/R),
,04/23/2024,Expense,,,THE UPS STORE 0255,1.00,,46.68,"-12,517,603.99",,Office expenses:Shipping & postage,
,04/23/2024,Expense,,Raceway,RACEWAY 6824 XXXX8248,1.00,67.77,67.77,"-12,517,536.22",,Vehicle Expense - Fuel,
,04/24/2024,Expense,,,PREAUTHORIZED WITHDRAWAL CADSHRSALEUSETAX SALES TAX 240424,1.00,36.43,36.43,"-12,517,499.79",,Taxes paid,
,04/24/2024,Expense,,,CHICK-FIL-A #X3339,1.00,,16.59,"-12,517,483.20",,Meals,
,04/24/2024,Expense,,Chase Credit Card,APPLE.COM/BILL,1.00,9.99,9.99,"-12,517,473.21",,Office expenses:Office supplies,
,04/26/2024,Payment,Invoice 1132,,,,,"-11,970.63","-12,529,443.84",,Accounts Receivable (A/R),
,04/26/2024,Deposit,,,Parts Sales for SDP Serial # 101958881232from Quote #: 16535NU,,,"-11,970.63","-12,541,414.47",,Payments to deposit,
,04/26/2024,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,418.97,"-12,540,995.50",,QuickBooks Payments Fees,
,04/26/2024,Credit Card Payment,,Chase Credit Card,PREAUTHORIZED WITHDRAWAL CHASE CREDIT CRD AUTOPAYBUS 240426,-1.00,,"-3,919.78","-12,544,915.28",,Norris Utilities Chase Ink Credit Card,
,04/26/2024,Expense,,,SQ *GHOST TRAIN BREWING C,1.00,25.70,25.70,"-12,544,889.58",,Meals,
,04/26/2024,Expense,,,"SP LAND-SURF, LLC",1.00,33.99,33.99,"-12,544,855.59",,Advertising & marketing,
,04/27/2024,Expense,,,SP FUTUREMOTIONINC,1.00,259.20,259.20,"-12,544,596.39",,Advertising & marketing,
,04/30/2024,Payment,,,,,,-442.25,"-12,545,038.64",,Accounts Receivable (A/R),
,05/01/2024,Expense,,,THE UPS STORE 0255,1.00,,62.27,"-12,544,976.37",,Office expenses:Shipping & postage,
,05/01/2024,Expense,,,THE UPS STORE 0255,1.00,,62.27,"-12,544,914.10",,Office expenses:Shipping & postage,
,05/01/2024,Expense,,Circle K,CIRCLE K # X3817,1.00,67.33,67.33,"-12,544,846.77",,Vehicle Expense - Fuel,
,05/01/2024,Expense,,"Pearce, Bevill, Leesburg, & Moore, P.C. - CPA",PREAUTHORIZED WITHDRAWAL Pearce Bevill WEB PAY 240501,1.00,,630.00,"-12,544,216.77",,Legal & accounting services:Accounting fees,
,05/01/2024,Expense,,,PREAUTHORIZED WITHDRAWAL HARLAND CLARKE CHK ORDER 240501,1.00,,92.76,"-12,544,124.01",,Office expenses:Office supplies,
,05/02/2024,Payment,,,,,,-130.00,"-12,544,254.01",,Accounts Receivable (A/R),
,05/02/2024,Deposit,,,Paid via QuickBooks Payments: Payment ID 418-631,,,-130.00,"-12,544,384.01",,Payments to deposit,
,05/02/2024,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,1.30,"-12,544,382.71",,QuickBooks Payments Fees,
,05/03/2024,Payment,,,,,,-378.60,"-12,544,761.31",,Accounts Receivable (A/R),
,05/03/2024,Payment,,,,,,-696.00,"-12,545,457.31",,Accounts Receivable (A/R),
,05/03/2024,Deposit,,,,,,-378.60,"-12,545,835.91",,Payments to deposit,
,05/03/2024,Deposit,,,,,,-696.00,"-12,546,531.91",,Payments to deposit,
,05/03/2024,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,37.61,"-12,546,494.30",,QuickBooks Payments Fees,
,05/03/2024,Payment,,,,,,-256.09,"-12,546,750.39",,Accounts Receivable (A/R),
,05/03/2024,Payment,,,,,,-245.23,"-12,546,995.62",,Accounts Receivable (A/R),
,05/03/2024,Expense,,,THE UPS STORE 0255,1.00,,62.27,"-12,546,933.35",,Office expenses:Shipping & postage,
,05/03/2024,Expense,,QuickBooks Payments,INTUIT *QBooks Online,1.00,97.65,97.65,"-12,546,835.70",,Computer Expense,
,05/06/2024,Payment,,,,,,-237.77,"-12,547,073.47",,Accounts Receivable (A/R),
,05/06/2024,Payment,,,,,,-266.36,"-12,547,339.83",,Accounts Receivable (A/R),
,05/06/2024,Deposit,,,,,,-237.77,"-12,547,577.60",,Payments to deposit,
,05/06/2024,Deposit,,,,,,-266.36,"-12,547,843.96",,Payments to deposit,
,05/06/2024,Expense,,QuickBooks Payments,"System-recorded fee for QuickBooks Payments. Fee-name: DiscountRateFee, fee-type: Daily.",,,17.64,"-12,547,826.32",,QuickBooks Payments Fees,
,05/07/2024,Expense,,,THE UPS STORE 0255,1.00,,163.76,"-12,547,662.56",,Office expenses:Shipping & postage,
,05/07/2024,Expense,,,THE UPS STORE 0255,1.00,,70.91,"-12,547,591.65",,Office expenses:Shipping & postage,
,05/07/2024,Expense,,Love's Country Stores,LOVE'S #0773 OUTSIDE,1.00,67.18,67.18,"-12,547,524.47",,Vehicle Expense - Fuel,
,05/07/2024,Expense,,,GOLDEN EAGLE 2,1.00,2.45,2.45,"-12,547,522.02",,Vehicle Expense - Fuel,
,05/08/2024,Expense,,,CLARK OIL CO STORE 50,1.00,12.60,12.60,"-12,547,509.42",,Vehicle Expense - Fuel,
,05/08/2024,Expense,,Chevron,CHEVRON XXX7759,1.00,2.45,2.45,"-12,547,506.97",,Vehicle Expense - Fuel,
,05/08/2024,Expense,,Homewood Suites,HOME 2 SUITES,1.00,345.11,345.11,"-12,547,161.86",,Travel,
,05/08/2024,Check,15,Lisa Norris,CHECK PAID,1.00,,"2,208.77","-12,544,953.09",,Interest paid,
,05/08/2024,Check,1051,"Micah Fincher, LLC",CHECK PAID,1.00,"4,450.00","4,450.00","-12,540,503.09",,Legal & accounting services:Legal fees,
,05/09/2024,Payment,,,,,,-216.55,"-12,540,719.64",,Accounts Receivable (A/R),
,05/09/2024,Payment,,,,,,-290.99,"-12,541,010.63",,Accounts Receivable (A/R),
,05/09/2024,Payment,,,,,,-290.99,"-12,541,301.62",,Accounts Receivable (A/R),
,05/09/2024,Expense,,Chase Credit Card,APPLE.COM/BILL,1.00,9.99,9.99,"-12,541,291.63",,Office expenses:Office supplies,
,05/09/2024,Expense,,Google,GOOGLE *Google Storage,1.00,2.99,2.99,"-12,541,288.64",,Computer Expense,
,05/09/2024,Expense,,Love's Country Stores,LOVE'S #0343 OUTSIDE,1.00,64.93,64.93,"-12,541,223.71",,Vehicle Expense - Fuel,
,05/09/2024,Expense,,Love's Country Stores,LOVE'S #0343 INSIDE,1.00,8.00,8.00,"-12,541,215.71",,Vehicle Expense - Fuel,
,05/09/2024,Check,1052,Boss Products,CHECK PAID,1.00,,967.58,"-12,540,248.13",,Cost of goods sold,
,05/10/2024,Payment,,,,,,-243.42,"-12,540,491.55",,Accounts Receivable (A/R),
,05/10/2024,Expense,,,THE UPS STORE 0255,1.00,,76.15,"-12,540,415.40",,Office expenses:Shipping & postage,
,05/10/2024,Expense,,,THE UPS STORE 0255,1.00,,37.45,"-12,540,377.95",,Office expenses:Shipping & postage,
,05/10/2024,Check,1053,Mrs. Mary Katherine Smith,CHECK PAID,1.00,,752.50,"-12,539,625.45",,Contract labor,
,05/10/2024,Check,1054,Mrs. Mary Katherine Smith,CHECK PAID,1.00,,570.00,"-12,539,055.45",,Contract labor,
,05/12/2024,Expense,,,WMBG EVENT RENTALS,1.00,624.11,624.11,"-12,538,431.34",,Advertising & marketing,
,05/13/2024,Expense,,,ATL CNBC,1.00,4.63,4.63,"-12,538,426.71",,Travel,
,05/13/2024,Expense,,,MARRIOTT SAWGRASS RST,1.00,13.72,13.72,"-12,538,412.99",,Travel,
,05/14/2024,Expense,,Firehouse Subs,FIREHOUSE SUBS 0964 QSR,1.00,27.41,27.41,"-12,538,385.58",,Meals,
,05/14/2024,Expense,,,SAM ADAMS ATLANTA BREW,1.00,12.55,12.55,"-12,538,373.03",,Meals,
,05/15/2024,Payment,,,,,,-617.20,"-12,538,990.23",,Accounts Receivable (A/R),
,05/15/2024,Payment,,,,,,"-2,336.88","-12,541,327.11",,Accounts Receivable (A/R),
,05/15/2024,Deposit,,,Paid via QuickBooks Payments: Payment ID 024019,,,-617.20,"-12,541,944.31",,Payments to deposit,
,05/15/2024,Deposit,,,Paid via QuickBooks Payments: Payment ID 162225,,,"-2,336.88","-12,544,281.19",,Payments to deposit,
