Sales by Customer Detail,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Norris Utilities, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,
All Dates,,,,,,,,,,,,,,,,,,,,,,,,,,,

,Transaction date,Transaction type,Num,Product/Service full name,Description,Quantity,Sales price,Amount,Balance,Customer full name,Class full name,Customer/Vendor message,Full name,Location full name,Location,Product/Service,Ship date,Service date,Ship via,SKU,Tax amount,Tax inclusive amount,Tax name,Transaction type,REF #,Payment method,Item class
Total for LineTec Services,,,,,,5.00,,"$1,388.00",,,,,,,,,,,,,$64.75,,,,,,
LineTec Services - Matthew Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,
,08/12/2024,Invoice,1192,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,215.00,430.00,430.00,"LineTec Services, LLC:LineTec Services - Matthew Indiana",NU Sold Products,"PO: Dept. 133Ordered by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",08/13/2024,08/12/2024,UPS,NU-BC-2851,30.10,,IN,Invoice,,,NU Sold Products
,08/12/2024,Invoice,1192,,Shipping,,,118.00,548.00,"LineTec Services, LLC:LineTec Services - Matthew Indiana",,"PO: Dept. 133Ordered by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,08/13/2024,,UPS,,8.26,,IN,Invoice,,,
,11/19/2024,Invoice,1239,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","FlexPro Armor Guard Bucket Cover for 2-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28""x51"". Hand Made in the USA.",2.00,205.00,410.00,958.00,"LineTec Services, LLC:LineTec Services - Matthew Indiana",NU Sold Products,"PO: DEPT 845Ordered by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,LineTec Services - Tools,LineTec Services - Tools,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",11/19/2024,11/19/2024,UPS,NU-BC-2851,28.70,,IN,Invoice,,,NU Sold Products
,11/19/2024,Invoice,1239,,Shipping,,,68.00,"1,026.00","LineTec Services, LLC:LineTec Services - Matthew Indiana",,"PO: DEPT 845Ordered by: Tommy LeCompteThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,LineTec Services - Tools,LineTec Services - Tools,,11/19/2024,,UPS,,4.76,,IN,Invoice,,,
Total for LineTec Services - Matthew Indiana,,,,,,4.00,,"$1,026.00",,,,,,,,,,,,,$71.82,,,,,,
"Total for LineTec Services, LLC with sub-customers",,,,,,190.00,,"$48,343.52",,,,,,,,,,,,,"$2,599.05",$428.72,,,,,
"MDR Construction, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,06/18/2024,Invoice,1162,,Shipping,,,20.00,20.00,"MDR Construction, Inc.",,"PO: VerbalOrdered by: Travis Bond - PLEASE let me know how this works for you!Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,Other,Other,,02/14/2024,,AC Freight,,1.40,,MS,Invoice,,,
,06/18/2024,Invoice,1162,"Tooling and Equipment:FlexPro Armor Covers:""Light"" Dirt Tarp, 96"" x 96""","""Light"" Dirt Tarp, 96"" x 96"". Hand Made in the USA.",1.00,250.00,250.00,270.00,"MDR Construction, Inc.",NU Sold Products,"PO: VerbalOrdered by: Travis Bond - PLEASE let me know how this works for you!Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Other,Other,"""Light"" Dirt Tarp, 96"" x 96""",02/14/2024,02/14/2024,AC Freight,DS-9696-L,17.50,,MS,Invoice,,,NU Sold Products
"Total for MDR Construction, Inc.",,,,,,1.00,,$270.00,,,,,,,,,,,,,$18.90,,,,,,
Mississippi Power,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Power - Fleet,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12/01/2023,Invoice,1071,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",5.00,170.00,850.00,850.00,Mississippi Power:Mississippi Power - Fleet,NU Sold Products,"PO: Verbal, in person

Order by: Wade Ladner

   *Please let me know if this Invoice looks accurate and good to you. Please let me know what I need to get to your NAPPA Team to streamline business in the future. Thank you!


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",11/29/2023,11/29/2023,AC Freight,NU-BC-2851,72.23,,AL-Shelby-Hoover,Invoice,,,NU Sold Products
,12/01/2023,Invoice,1071,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Bucket Cover for 1.5-Man Bucket w/ Upper Control Cover - 28"" x 34"" Altec AT40G Prototype V3",Boss Products - 1.5-Man with Upper Controls Bucket Cover,5.00,157.50,787.50,"1,637.50",Mississippi Power:Mississippi Power - Fleet,NU Sold Products,"PO: Verbal, in person

Order by: Wade Ladner

   *Please let me know if this Invoice looks accurate and good to you. Please let me know what I need to get to your NAPPA Team to streamline business in the future. Thank you!


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Sales of Product Income,Mississippi Power,Mississippi Power,"FlexPro Bucket Cover for 1.5-Man Bucket w/ Upper Control Cover - 28"" x 34"" Altec AT40G Prototype V3",11/29/2023,11/29/2023,AC Freight,BC-CC2834.V3,66.95,,AL-Shelby-Hoover,Invoice,,,NU Sold Products
,12/01/2023,Invoice,1071,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""","1.5 Man Rigid 3 Panel Bucket Cover 28""x34"". Product Number: ""AC-BC2834""",1.00,150.00,150.00,"1,787.50",Mississippi Power:Mississippi Power - Fleet,NU Sold Products,"PO: Verbal, in person

Order by: Wade Ladner

   *Please let me know if this Invoice looks accurate and good to you. Please let me know what I need to get to your NAPPA Team to streamline business in the future. Thank you!


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Sales of Product Income,Mississippi Power,Mississippi Power,"FlexPro Armor Bucket Cover for 1.5-Man Bucket - 28"" x 34""",11/29/2023,11/30/2023,AC Freight,NU-BC-2834,12.75,,AL-Shelby-Hoover,Invoice,,,NU Sold Products
,12/01/2023,Invoice,1071,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""","Transmission Bucket Cover for ""D-Shape"" Buckets.",1.00,525.00,525.00,"2,312.50",Mississippi Power:Mississippi Power - Fleet,NU Sold Products,"PO: Verbal, in person

Order by: Wade Ladner

   *Please let me know if this Invoice looks accurate and good to you. Please let me know what I need to get to your NAPPA Team to streamline business in the future. Thank you!


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Sales of Product Income,Mississippi Power,Mississippi Power,"FlexPro Armor Guard Bucket Cover for D-Shape Transmission Bucket - 45"" x 77""",11/29/2023,11/30/2023,AC Freight,NU-BC-D4577,44.63,,AL-Shelby-Hoover,Invoice,,,NU Sold Products
,12/01/2023,Invoice,1071,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,109.75,109.75,"2,422.25",Mississippi Power:Mississippi Power - Fleet,Credit Card Processing Fee,"PO: Verbal, in person

Order by: Wade Ladner

   *Please let me know if this Invoice looks accurate and good to you. Please let me know what I need to get to your NAPPA Team to streamline business in the future. Thank you!


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,Mississippi Power,Mississippi Power,Credit Card Processing Fee,11/29/2023,12/01/2023,AC Freight,4%,9.33,,AL-Shelby-Hoover,Invoice,,,Credit Card Processing Fee
,12/01/2023,Invoice,1071,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""","2-Man Bucket Cover, with 3 rigid panels. Size: 28""x51""",1.00,170.00,170.00,"2,592.25",Mississippi Power:Mississippi Power - Fleet,NU Sold Products,"PO: Verbal, in person

Order by: Wade Ladner

   *Please let me know if this Invoice looks accurate and good to you. Please let me know what I need to get to your NAPPA Team to streamline business in the future. Thank you!


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"FlexPro Armor Bucket Cover for 2-Man Bucket - 28"" x 51""",11/29/2023,08/22/2023,AC Freight,NU-BC-2851,14.45,,AL-Shelby-Hoover,Invoice,,,NU Sold Products
,12/01/2023,Invoice,1071,,Shipping,,,50.00,"2,642.25",Mississippi Power:Mississippi Power - Fleet,,"PO: Verbal, in person

Order by: Wade Ladner

   *Please let me know if this Invoice looks accurate and good to you. Please let me know what I need to get to your NAPPA Team to streamline business in the future. Thank you!


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,Mississippi Power,Mississippi Power,,11/29/2023,,AC Freight,,0.00,,AL-Shelby-Hoover,Invoice,,,
,02/20/2024,Invoice,1094,,Shipping,,,75.00,"2,717.25",Mississippi Power:Mississippi Power - Fleet,,"PO: Verbal

Order by: Wade Ladner


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Shipping Income,Mississippi Power,Mississippi Power,,02/15/2024,,AC Freight,,5.25,,MS,Invoice,,,
,02/20/2024,Invoice,1094,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Test Tank Cover 60"" X 60""","60"" x 60"" Tank Cover for Dielectric Test Tank. (Prototype/Version 1)",4.00,875.00,"3,500.00","6,217.25",Mississippi Power:Mississippi Power - Fleet,NU Sold Products,"PO: Verbal

Order by: Wade Ladner


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Sales of Product Income,Mississippi Power,Mississippi Power,"FlexPro Armor Test Tank Cover 60"" X 60""",02/15/2024,02/15/2024,AC Freight,TC-6060,245.00,0.00,MS,Invoice,,,NU Sold Products
,02/20/2024,Invoice,1094,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,153.00,153.00,"6,370.25",Mississippi Power:Mississippi Power - Fleet,Credit Card Processing Fee,"PO: Verbal

Order by: Wade Ladner


Thank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!

*Credit Card Processing fee of 4% required for all Credit Card Payments*


        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,Mississippi Power,Mississippi Power,Credit Card Processing Fee,02/15/2024,,AC Freight,4%,10.71,0.00,MS,Invoice,,,Credit Card Processing Fee
Total for Mississippi Power - Fleet,,,,,,19.00,,"$6,370.25",,,,,,,,,,,,,$481.30,$0.00,,,,,
NAPA - Mississippi Power Parts,,,,,,,,,,,,,,,,,,,,,,,,,,,
,04/26/2024,Invoice,1132,Tooling and Equipment:SDP - Elite series radio transmitter (for EZ3000 and EZ5500),SDP: Elite series radio transmitter (for EZ3000 and EZ5500)Serial #: 2401041085C,1.00,"4,775.00","4,775.00","4,775.00",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"Parts Sales for SDP Serial # 101958881232from Quote #: 16535NUPO: EmailOrder by: Wade Ladner & Chris RunyonThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,SDP - Elite series radio transmitter (for EZ3000 and EZ5500),04/16/2024,04/16/2024,UPS,070809-1400,334.25,,MS,Invoice,,Credit Card,NU Sold Products
,04/26/2024,Invoice,1132,Tooling and Equipment:SDP - VC Crane Receiver,SDP: VC Crane Receiver,1.00,"1,800.00","1,800.00","6,575.00",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"Parts Sales for SDP Serial # 101958881232from Quote #: 16535NUPO: EmailOrder by: Wade Ladner & Chris RunyonThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,SDP - VC Crane Receiver,04/16/2024,04/16/2024,UPS,160118-1111,126.00,,MS,Invoice,,Credit Card,NU Sold Products
,04/26/2024,Invoice,1132,Tooling and Equipment:SDP - VC-93 Drive receiver for EZ3000 and EZ5500,SDP: VC-93 Drive receiver for EZ3000 and EZ5500,1.00,"1,400.00","1,400.00","7,975.00",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"Parts Sales for SDP Serial # 101958881232from Quote #: 16535NUPO: EmailOrder by: Wade Ladner & Chris RunyonThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,SDP - VC-93 Drive receiver for EZ3000 and EZ5500,04/16/2024,04/16/2024,UPS,070809-1402,98.00,,MS,Invoice,,Credit Card,NU Sold Products
,04/26/2024,Invoice,1132,,Shipping,,,62.50,"8,037.50",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,,"Parts Sales for SDP Serial # 101958881232from Quote #: 16535NUPO: EmailOrder by: Wade Ladner & Chris RunyonThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,Mississippi Power,Mississippi Power,,04/16/2024,,UPS,,4.38,,MS,Invoice,,Credit Card,
,04/26/2024,Invoice,1132,Tooling and Equipment:SDP - EZ3000 and EZ5500 Drive harness VC,SDP: EZ3000 and EZ5500 Drive harness VCSerial #: 1808211086,1.00,602.00,602.00,"8,639.50",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"Parts Sales for SDP Serial # 101958881232from Quote #: 16535NUPO: EmailOrder by: Wade Ladner & Chris RunyonThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,SDP - EZ3000 and EZ5500 Drive harness VC,04/16/2024,04/16/2024,UPS,070809-1404,42.14,,MS,Invoice,,Credit Card,NU Sold Products
,04/26/2024,Invoice,1132,Tooling and Equipment:SDP - EZ3000 and EZ5500 Crane harness VC,SDP: EZ3000 and EZ5500 Crane harness VC,1.00,832.00,832.00,"9,471.50",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"Parts Sales for SDP Serial # 101958881232from Quote #: 16535NUPO: EmailOrder by: Wade Ladner & Chris RunyonThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,SDP - EZ3000 and EZ5500 Crane harness VC,04/16/2024,04/16/2024,UPS,070809-1405,58.24,,MS,Invoice,,Credit Card,NU Sold Products
,04/26/2024,Invoice,1132,"Tooling and Equipment:SDP - Engine Control Kit, All Models","SDP: Engine Control Kit, All Models",1.00,"1,257.00","1,257.00","10,728.50",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"Parts Sales for SDP Serial # 101958881232from Quote #: 16535NUPO: EmailOrder by: Wade Ladner & Chris RunyonThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"SDP - Engine Control Kit, All Models",04/16/2024,04/16/2024,UPS,011008-1324,87.99,,MS,Invoice,,Credit Card,NU Sold Products
,04/26/2024,Invoice,1132,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,459.00,459.00,"11,187.50",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,Credit Card Processing Fee,"Parts Sales for SDP Serial # 101958881232from Quote #: 16535NUPO: EmailOrder by: Wade Ladner & Chris RunyonThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,Mississippi Power,Mississippi Power,Credit Card Processing Fee,04/16/2024,,UPS,4%,32.13,,MS,Invoice,,Credit Card,Credit Card Processing Fee
,07/29/2024,Invoice,1180,,Shipping,,,20.00,"11,207.50",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,,"PO: Verbal, in personOrdered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Shipping Income,Mississippi Power,Mississippi Power,,07/25/2024,,AC Freight,,1.40,,MS,Invoice,,Credit Card,
,07/29/2024,Invoice,1180,"Tooling and Equipment:FlexPro Armor Covers:FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42""","FlexPro Armor Guard Bucket Cover for ""Large"" 1.5-Man Bucket. Collapsible 3 Panel Rigid Design. Size: 28"" x 42"". Hand Made in the US.",1.00,195.00,195.00,"11,402.50",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Verbal, in personOrdered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Sales of Product Income,Mississippi Power,Mississippi Power,"FlexPro Armor Bucket Cover for 1.5-Man Bucket (Large 1.5-Man) - 28"" x 42""",07/25/2024,07/25/2024,AC Freight,NU-BC-2842,13.65,,MS,Invoice,,Credit Card,NU Sold Products
,07/29/2024,Invoice,1180,Credit Card Processing:Credit Card Processing Fee,4% Credit Card Processing Fee,1.00,9.25,9.25,"11,411.75",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,Credit Card Processing Fee,"PO: Verbal, in personOrdered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Credit Card Processing Fee Income,Mississippi Power,Mississippi Power,Credit Card Processing Fee,07/25/2024,,AC Freight,4%,0.65,,MS,Invoice,,Credit Card,Credit Card Processing Fee
,07/29/2024,Invoice,1181,"Tooling and Equipment:Samson Rope STABLE BRAID™ 1/2""x 80' for Altec AA55, AA50, & AM55 with spool shield and shackle","STABLE BRAID™ 1/2""D X 80' OAL CLEAR COATED WITH 3"" EYE ONE END AND NYLITE SPOOL / SHIELD / SHACKLE OTHER END / (STBL BRD CLR 1/2 D 80' 3"" EOE NO) for Altec AA55, AA50, & AM55",25.00,226.67,"5,666.75","17,078.50",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Email / Order G45114Ordered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope STABLE BRAID™ 1/2""x 80' for Altec AA55, AA50, & AM55 with spool shield and shackle",07/19/2024,07/24/2024,Estes,80603200084900,396.67,,MS,Invoice,,Credit Card,NU Sold Products
,07/29/2024,Invoice,1181,"Tooling and Equipment:Samson Rope STABLE BRAID™ 1/2"" x 105' for Altec A72T & AH100.","STABLE BRAID™ 1/2"" D X 105', OAL COATED CLEAR, WITH A 3 INCH EYE ONE END AND NYLITE SPOOL / SHIELD / SHACKLE OTHER END / (STABLE BRAID™ 1/2 D CTD CLR 105' OAL 3"" EOE & NSSSOE) for Altec A72T & AH100",4.00,246.67,986.68,"18,065.18",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Email / Order G45114Ordered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope STABLE BRAID™ 1/2"" x 105' for Altec A72T & AH100.",07/19/2024,07/24/2024,Estes,80603200106902,69.07,,MS,Invoice,,Credit Card,NU Sold Products
,07/29/2024,Invoice,1181,"Tooling and Equipment:Samson Rope AMSTEEL®-BLUE 1"" x 160' for Altec D3055, 4060A, 4060B, & Terex 6060 Turret","AMSTEEL®-BLUE 1"" D x 160' OAL COATED BLUE WITH 6 INCH EYE EACH END / (AMSTEEL®-BLUE 1D CTD BLUE X 160FT OAL 6"" EEE) for Altec D3055, 4060A, 4060B, & Terex 6060 Turret",1.00,"1,937.33","1,937.33","20,002.51",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Email / Order G45114Ordered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope AMSTEEL®-BLUE 1"" x 160' for Altec D3055, 4060A, 4060B, & Terex 6060 Turret",07/19/2024,07/24/2024,Estes,87206480163203,135.61,,MS,Invoice,,Credit Card,NU Sold Products
,07/29/2024,Invoice,1181,"Tooling and Equipment:Samson Rope AMSTEEL®-BLUE 13/16"" x 120' for Altec DH50 (Pilot Program)","AMSTEEL®-BLUE 13/16"" D X 120' OAL COATED BLUE WITH NYLITE SPOOL & SHIELD WITH HP ALUMINUM SPOOL ONE END AND 4 INCH EYE ONE END (AMSTEEL®-BLUE 13/16 D BLU 120' OAL NYLS & SOE 4"" EOE) for Altec DH50. *(Pilot)",2.00,"1,266.67","2,533.34","22,535.85",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Email / Order G45114Ordered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope AMSTEEL®-BLUE 13/16"" x 120' for Altec DH50 (Pilot Program)",07/19/2024,07/24/2024,Estes,87205280123900,177.33,,MS,Invoice,,Credit Card,NU Sold Products
,07/29/2024,Invoice,1181,"Tooling and Equipment:Samson Rope AMSTEEL® II 1-1/8"" x 120' for Altec DM47 & Terex 4045.","AMSTEEL® II 1-1/8"" D X 120' OAL COATED CLEAR/WHITE WITH NYLITE SPOOL & SHIELD WITH HP ALUMINUM SPOOL ONE END AND 7 INCH EYE OTHER END / (AMSTEEL® II 1-1/8D CTD CLR 120' OAL NYLS & SOE 7"" EOE) for Altec DM47 & Terex 4045 Turret.",2.00,"1,521.33","3,042.66","25,578.51",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Email / Order G45114Ordered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope AMSTEEL® II 1-1/8"" x 120' for Altec DM47 & Terex 4045.",07/19/2024,07/24/2024,Estes,87407200123900,212.99,,MS,Invoice,,Credit Card,NU Sold Products
,07/29/2024,Invoice,1181,"Tooling and Equipment:Samson Rope AMSTEEL®- BLUE 1/2"" x 100' for SDP Backyard Digger Turret.","AMSTEEL®-BLUE 1/2"" D x 100' OAL COATED BLUE WITH NYLITE SPOOL & SHIELD WITH HP ALUMINUM SPOOL ONE END AND 3 INCH EYE OTHER END / (AMSTEEL®-BLUE 1/2D CTD BLU 100' OAL NYLS & SOE 3"" EOE) for SDP Backyard Digger Turret. (*Pilot)",1.00,410.67,410.67,"25,989.18",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Email / Order G45114Ordered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope AMSTEEL®- BLUE 1/2"" x 100' for SDP Backyard Digger Turret.",07/19/2024,07/24/2024,Estes,87203280103904,28.75,,MS,Invoice,,Credit Card,NU Sold Products
,07/29/2024,Invoice,1181,"Tooling and Equipment:Samson Rope STABLE BRAID™ 1/2"" x 65' for SDP Backyard Digger Jib Line.","STABLE BRAID™ 1/2"" D x 65' OAL COATED CLEAR/WHITE WITH 3 INCH EYE ONE END WITH NYLITE SPOOL SHIELD AND SHACKLE OTHER END / (STABLE BRAID™ 1/2 D CTD CLR 65' OAL NYLS SEOE 3"" EOE) for SDP Backyard Digger Jib Line.",1.00,230.00,230.00,"26,219.18",Mississippi Power:Mississippi Power - Fleet:NAPA - Mississippi Power Parts,NU Sold Products,"PO: Email / Order G45114Ordered by: Wade LadnerThank you, so very much, for the opportunity to work with you! We look forward to continuing to earn your business!*Credit Card Processing fee of 4% required for all Credit Card Payments*        Integrity above all else. Business Partners, simplified.",Tooling Sales,Mississippi Power,Mississippi Power,"Samson Rope STABLE BRAID™ 1/2"" x 65' for SDP Backyard Digger Jib Line.",07/19/2024,07/24/2024,Estes,80603200063903,16.10,,MS,Invoice,,Credit Card,NU Sold Products
